-98.45666667,16.1372002,-98.54,16.14496507,1,5,A4
-98.54,16.14496507,-98.60532703,16.212,1,5,A4
-98.60532703,16.212,-98.61738069,16.29,1,5,A4
-98.61738069,16.29,-98.60474287,16.368,1,5,A4
-98.60474287,16.368,-98.55877956,16.446,1,5,A4
-98.55877956,16.446,-98.54,16.46889776,1,5,A4
-98.54,16.46889776,-98.48301249,16.524,1,5,A4
-98.48301249,16.524,-98.4832703,16.602,1,5,A4
-98.4832703,16.602,-98.45666667,16.63525971,1,5,A4
-98.45666667,16.63525971,-98.41207346,16.602,1,5,A4
-98.41207346,16.602,-98.37333333,16.56621509,1,5,A4
-98.37333333,16.56621509,-98.34803387,16.524,1,5,A4
-98.34803387,16.524,-98.32039881,16.446,1,5,A4
-98.32039881,16.446,-98.37333333,16.39726521,1,5,A4
-98.37333333,16.39726521,-98.4167406,16.368,1,5,A4
-98.4167406,16.368,-98.37333333,16.33052696,1,5,A4
-98.37333333,16.33052696,-98.34149424,16.29,1,5,A4
-98.34149424,16.29,-98.34885275,16.212,1,5,A4
